id,name,genre,artists,album,popularity,duration_ms,explicit
57kAzpfBG9JaevmkeNhAKe,朝,mandopop,Mandarin,朝,21,226875,False
2ltrgHOJ7Sw75F2BMU736j,誰是老大 - 電影「奇門遁甲」主題曲,mandopop,"Wu Bai, 大鵬, 李治廷",Mandopop Essential,1,344312,False
3MByAkj7whB5uawAx6y5D0,情人,mandopop,Alex To,滾石香港黃金十年-杜德偉精選,30,218760,False
4M64NfBTIMhC3kWmcyuHmI,Is This All,mandopop,"Van Ness Wu, Ryan Tedder",Mandopop Essential,1,219173,False
29hlSWTZeYVvumzKKf4KZ9,男人哭吧不是罪,mandopop,Andy Lau,男人的愛,27,311040,False
2EgVOjWrrOtddX75q7698k,幸福的忘記《女王的誕生》插曲,mandopop,"Eric Suen, Rachel Liang",Mandopop Essential,2,246266,False
1KPse8Udqn2yBGUYHONp2D,Metal Mickey,metal-misc,The London Suede,Suede (25th Anniversary Edition),17,210924,False
6qchpsQgo84NTMNgmY73AE,Miscreation,metal-misc,Memoremains,Pop Metal,4,180583,False
38iFpJIcKu4pQRVJlWMEt3,Fade to Black,metal-misc,Miscreant,A Salute To Metallica,3,297400,False
1OPskYh1mKrexZ3wB96gcJ,War Music,metal-misc,Impending Doom,The Sin and Doom Vol. II,29,319320,False
7mxTAvKSRLqFxtqJRlouMv,Serenading the Mischievous,metal-misc,Ewan Dobson,Acoustic Metal II,0,321496,False
5D2OExgMbOJRMovf3IjFj7,Skyrim Meets Metal,metal-misc,ERock,Video Games Meet Metal,26,236042,False
0uEHLxGrQRTsWmYmEhd2NG,Chapter 1 - Anne Boleyn: The Miscarriage,metal-misc,Ex Libris,Ann (A Progressive Metal Trilogy),6,273223,False
5rrGRrNaqsPxMy5xZ8KOue,Metal - Remix,metal-misc,Nine Inch Nails,Things Falling Apart,23,426000,False
0Qad3AtogqXRgsOLrWd4Oi,"Il barbiere di Siviglia, Act I Scene 4: All'idea di quel metallo",metal-misc,"Gioachino Rossini, Alberto Erede, Orchestra del Maggio Musicale Fiorentino, Ettore Bastianini, Alvino Misciano",Rossini: Il barbiere di Siviglia,1,473000,False
7C7Vd2u1RBmloh8GOve2u3,(Le arti dei) miscugli,metal-misc,Bluvertigo,Metallo Non Metallo,5,319560,False
5Z69kchPKIWNUN7vqo1Jr6,Paradise,metal-misc,Metal Seduce,Paradise,29,232257,False
1c99nTNLketos5jSwGYijS,Mr Metal,metal-misc,Ampersand,Mug of Mischief,0,194200,False
5IcdPRGWtihqOQfLiJTEYT,Synthwave Metal,metal-misc,Slatz,Synthwave Metal,19,133061,False
3MOYHjduSUAec0b7GbJvtH,Figure # 5,metal-misc,Soilwork,Figure Number Five,26,192026,False
37igcm8sm6hOr53GQ9Xb8C,Castlevania Meets Metal,metal-misc,ERock,Video Games Meet Metal Vol. 2,21,288104,False
5MgIFElEICBPteFRyQ2KQ0,Metallic Levels,metal-misc,"Fabraz, Mischa Perella",Slime-San DLC (Original Soundtrack),0,251637,False
2DZgndzqwxf9SaqOo9oHyH,Merciless Onslaught,metal-misc,Metal Church,Metal Church,24,176000,False
27dx8XeHTTiPmIu6sjZQ3T,Metal 100 BPM,metal-misc,Jim Dooley,Miscellaneous Beats,0,175200,False
1r1veDaOjocTlhaB133tcf,Metal Disco Rmx,metal-misc,Hong Kong Counterfeit,Metal Disco EP,14,403426,False
4XBJRT5abU1kvVykk31JoY,Miscarriage - Original Mix,metal-misc,tHrOnE,"Hybrid Metal, Vol. 06",0,206925,False
2bO6xKAyNW5yWBxqNCjPnI,Duel Of The Fates Meets Metal,metal-misc,ERock,Meets Metal Vol. 18,21,252732,False
3oKBXUlSkjHqCqg9atZWzb,Mischievous Metal Intro,metal-misc,carmelo.,Damaged,0,56730,False
4nP79rVZV35tLI1liADJKX,Hello,metal-misc,"SAMURAI, Rage Into The Inferno, Heavy Metal Songs",Hello,24,117006,False
0McvPCKfi6qqKuI3TuaFcj,Mischief (Beat),metal-misc,Metal & Beats,Mischief (Beat),0,206340,False
7gucBbyghznxymMxGhqjyD,Knock Knock,metal-misc,A. Yarmak,Hotline Miami Goes Metal,15,226977,False
411MXTkEJPQSY753PwVwnK,Dead Metal Dance,metal-misc,The Kolony,Mischiefs And Shenanigans,0,166173,False
4RDLkNN7vSwZIap5FKlLvQ,Metaldonna Medley,metal-misc,Psychostick,... and Stuff,16,352192,False
0IJpQ1XthQ0MIcOpoVhvI8,Scream Love,metal-misc,Metal Warrior,Scream Love,19,219985,False
3YCawA0dMI3THaTW62Dwk8,Fade To Black (Cover Version),metal-misc,Miscreant,A Metal Tribute To Metallica,0,297400,False
5rJPDghUHSvfjqsGaJWTFh,Sandstorm Meets Metal,metal-misc,ERock,Pop Meets Metal Vol. 2,15,226000,False
1SspDYbvUVDNUVtz5ET4bH,Mischief Night,metal-misc,Cliff McConaire,2021 Compilation Volume 1 (Metal),0,116157,False
2QKk8P0pSbgaGz4cXaI3op,Metal Rock Music,metal-misc,331Music,Adrenalin Rock,5,155010,False
5NyTjo8olqO53bGdHEmsXc,Legendary Mischief,metal-misc,Red Tony,Metal Scepticism,0,199417,False
1SNmdm5Yh5H8wkVkVgAIF7,Scrambled Metal,metal-misc,Nate Sassoon,Miscellaneous Catalog 1 (L-X),0,61714,False
1fue5ATakB60hsiX5gKuZw,Kill Shot,metal-misc,Team Workout,"High Octane Workout: Intense Metal Workout, Vol. 2",16,75615,False
3DTTiA7H9ass7jMgBE34sb,(My Favorite) Nightmare,metal-misc,Metal Church,Metal Church,21,191000,False
03AKK2aUaVO6f7oXGenTsu,DO YOU WANT TO DANCE (WITH A WANTED MAN)?,metal-misc,THE MISCREATED,YOUR FUTURE IS METAL,0,213299,False
0jni7kIHE12e1BC6WBq5xA,Metal金属,metal-misc,13C,Metal金属,16,81963,False
6elh4mnxoXNmNuiWeKmgSd,VORTEX OF SOULS,metal-misc,THE MISCREATED,YOUR FUTURE IS METAL,0,195988,False
1Pv5S3ThF3kPLl4uF791vm,Valkyries In The Sky (feat. Laura Guldemond & Tim Hansen),metal-misc,"All For Metal, Laura Guldemond, Tim Hansen",Valkyries In The Sky (feat. Laura Guldemond & Tim Hansen),29,228631,False
6d29biywmaeS0L4sH5G0Qe,ULTIMATE POWER,metal-misc,THE MISCREATED,YOUR FUTURE IS METAL,0,161941,False
0FnE6wpETDTa0Fe31zvZQN,Minimal Techno,minimal-techno,MR. $KS,Techno & Rave (Rework),0,233717,False
6sDLHrkteOPl56b1zy0ekP,Minimal Rhythm,minimal-techno,Luke Paul,Minimal Rhythm,38,133332,False
2Q7TsNooJxpRqc6mBaRMrx,Minimal Guitar - Techno Red Remix,minimal-techno,"Big Bunny, Techno Red",Liaison,0,359024,False
5w0CoXs5kccQASZSK9pvLS,Minimal Technology Corporate,minimal-techno,Korandrino,Minimal Technology Corporate,0,128727,False
333mKnEIccxUgOwQCCTPD8,Minimal,minimal-techno,Deborah de Luca,MNML,45,390447,False
0cDIP41CHBI0Vzv3IQDlEC,Minimal Push - Original mix,minimal-techno,Techno Red,Road Tech,0,426666,False
10qSWtackeTLMOKiixMoAJ,Strange Dreams,minimal-techno,Minimalistic,Strange Dreams,16,133068,False
3KzNdAW0e5DFT1p4Hw6RID,Minimal Bass - Original mix,minimal-techno,Techno Red,Opposition,0,330240,False
0zS7E1or38jI4aIXHfJx0H,Mesmerize My Mind (Hypnotic Deep Bass Minimal Techno),minimal-techno,VibeVista,Mesmerize My Mind (Hypnotic Deep Bass Minimal Techno),0,514500,False
17CXEbzsnCVDdTVKW8aMne,Minimal Illusion,minimal-techno,Nov Sanus,Minimal Illusion,22,131517,False
2Fd3zphMC6FqsqeGHG740I,Minimal Push - Dub mix,minimal-techno,Techno Red,Correctness,0,426666,False
4FvyjzWc5aREKeK6WUyOAq,Echoes of Whispered Dreams (Sleek Hypnotic Minimal Techno),minimal-techno,VibeVista,Echoes of Whispered Dreams (Sleek Hypnotic Minimal Techno),0,394034,False
11Eam5NZXSbeBpa5iTMiY7,Minimal Illusion (Extended),minimal-techno,Nov Sanus,Minimal Illusion,23,180000,False
5P9GwgykKNxVb9I0mXbCb9,Bassline Geometry (Precision Crafted Minimal Techno),minimal-techno,VibeVista,Bassline Geometry (Precision Crafted Minimal Techno),0,347904,False
7G7dHSlawl4o3NySxMmI0J,Strange World,minimal-techno,Dominik Gehringer,Strange World,28,240120,False
3cQQOvRtjV4QJn6T07g1hL,Minimal Depth (Deep Bass Minimal Techno),minimal-techno,VibeVista,Minimal Depth (Deep Bass Minimal Techno),0,464935,False
4nLyhgMGgI6S0LMi6ElvpE,Electronics Minimal,minimal-techno,Dmitro Khatskevych,Technology Life,18,78094,False
05t8AdX3YPyFV7uXBkZ8tI,Restor - Radio Edit,minimal-techno,Black Elektronika,Dark Side of Minimal Techno,8,328066,False
4TfLXDPgU2s9rbqztLKEXw,Echoes of Africa (Minimal Techno Meets Savannah Symphony),minimal-techno,VibeVista,Echoes of Africa (Minimal Techno Meets Savannah Symphony),0,368559,False
4mP3Gtwy4lCfY2HePu6bP8,Minimal Thoughts of Reason,minimal-techno,Tipper,Holding Pattern,9,250000,False
5m1dDAde4iXsxgYxJxDeoO,Minimal Illumination,minimal-techno,"Droplex, Corner","Winter Minimal Techno, Vol. 6.",23,322560,False
3LOMCDlPDMo0l1FJZMTAmx,Mind - Radio Edit,minimal-techno,Black Elektronika,Dark Side of Minimal Techno,8,340666,False
7AOiV2B3nPlzTQeU4uC8XR,Upbeat corporate technology (Business minimal background),minimal-techno,DepasRec,Upbeat corporate technology (Business minimal background),16,144053,False
4mHhs5e1po4Q4EXnOUGXz8,minimal,minimal-techno,green beat,minimal,13,70243,False
3oILrTbXCG4IJF6vSuapAo,Museum,minimal-techno,Robert Hood,Minimal Nation,16,315186,False
12Yt0R0CXLYbwmryqMff14,Minimal Odds,minimal-techno,geographic2073,a technocratic experiment,19,126045,False
4YFymYyDfTeFtPcCmvxR7k,Psika,minimal-techno,Dusty Kid,"Anatome, Vol. 1",24,816746,False
0ELifwnrhwegKmo7kCUGK5,Kenopsia,minimal-techno,Minimum Syndicat,Zenosyne EP,15,308142,False
39yA9BJNJwYaYeg26dM868,Minimalism,minimal-techno,Woo York,Echoes From Beyond,14,341271,False
1lZMBisdR0y7OKJf9LUAPj,Acid Trojan III,minimal-techno,Minimum Syndicat,Underground Activities,10,367939,False
50glLmDpXwdAINwBsTAk6t,Midnight Serenity,minimal-techno,"Panda Beats, BeaTraxx",Minimal Techno Odyssey,13,174193,False
7kLALq3WVUWbojpnFIVbpL,Minimalist,minimal-techno,LAFYZEN,Minimalist,16,76538,False
39TaLqdSJNe5qJVZaESX2T,Transcendental Delirium,minimal-techno,"Panda Beats, BeaTraxx",Minimal Techno Odyssey,18,171707,False
5il8TKEtQPHOstB997AguN,Minimal Break - Minimal Dance,minimal-techno,Prisman,Minimal Break (Minimal Dance),11,161519,False
4OP9HNd8yYK6pyQjApRPoX,The Arrival,minimal-techno,Deniz Bul,The Arrival,18,249375,False
0V8P280FJpxVFjMN8gnyE8,La Sirena Negra - Original Mix,minimal-techno,Nu,"Sound of Berlin 14 - The Finest Club Sounds Selection of House, Electro, Minimal and Techno",25,430500,False
3dsY1ptpXXgJcSG82wkUBX,Human,minimal-techno,Dominik Gehringer,Human,11,216774,False
4DOO2MLMT8twfPfRxyAJPg,Silent Subliminal,minimal-techno,"Panda Beats, BeaTraxx",Minimal Techno Odyssey,13,144390,False
4sy56SxNwE2WYMVvrdhfea,Ecstatic Synthesis,minimal-techno,"Panda Beats, BeaTraxx",Minimal Techno Odyssey,14,154146,False
67P1fXErqE0rbVIx3pu0it,MINIMAL KRUSH,minimal-techno,relaiXX,MINIMAL KRUSH,14,82546,False
2REeTqcCSVhPbiCJ5hkVZ7,Getting Ready For The Club,minimal-techno,"Panda Beats, BeaTraxx",Minimal Techno Odyssey,13,144000,False
1du4XeSc0AbK8miA5GcOXL,Minimal Monday Roller,minimal-techno,Thing,Minimal Monday Roller,8,223064,False
7jD7FEFzADLgGW8N0J2P4N,Analog Ascension,minimal-techno,"Panda Beats, BeaTraxx",Minimal Techno Odyssey,17,129836,False
3cVpt6BmAAg2tz2G0kFYgn,Misanthropy,minimal-techno,Minimal Durch,World War,0,402496,False
1kWcd9h9HoeXsKaDVhSOtj,Ela - Ao Vivo,pagode,"Sorriso Maroto, Ferrugem",Sorriso Eu Gosto No Pagode - Parte 1 (Ao Vivo),69,196988,False
50mawjudhEofTcUIpRmGXr,Deixa Acontecer,pagode,Grupo Revelação,100% Grupo Revelação,59,246226,False
3xyXfeL1jGtDugtFsZ33au,Pagode em Bras!lia,pagode,Tião Carreiro & Pardinho,Dose Dupla,51,177173,False
1zkx0x3aP43SHG3pt9cFRY,Deixa Acontecer - Ao Vivo,pagode,Grupo Revelação,Ao Vivo - Na Palma da Mão,56,260493,False
22H0gtWkqkj0ek7CdJ4xu3,Pagodes,pagode,Maru Gomes,Pagodes,25,122777,False
6CeeLpwJUYA4b0xL7eSvzn,Lancinho - Ao Vivo,pagode,Turma do Pagode,O Som das Multidões (Ao Vivo) [Deluxe],63,227413,False
4gjjWs6nwNLpMRYMa4Z2DZ,Camisa 10 - Ao Vivo,pagode,Turma do Pagode,Esse É o Clima (Ao Vivo | Versão Estendida),55,197360,False
4Z7T9zr9R6OwQzjJEKEMLL,"Estampes, L. 100: I. Pagodes",pagode,"Claude Debussy, Cecile Ousset",Classical Lullabies for Pets,0,311733,False
6DjKWVAqXUvMaAzO4U4CIo,Tá Vendo Aquela Lua,pagode,Exaltasamba,25 Anos (Ao Vivo),61,196306,False
6FllOXq1UDCFDt1V4YvN3K,Vamo de Pagodin,pagode,"Mc Daniel, DJ WN, Dj GM",Vamo de Pagodin,67,160864,False
79deOsfPyK0NRGKKRY6PvD,"Estampes, L. 100: 1. Pagodes - Pt. 1",pagode,"Claude Debussy, Philippe Cassard",Cassard plays Debussy,4,85480,False
06WkQibI8OhOLjDxIRKu5B,Ainda Gosto de Você / Já Era - Ao Vivo,pagode,"Sorriso Maroto, LUDMILLA, Belo",Sorriso Eu Gosto No Pagode - Parte 1 (Ao Vivo),65,345053,False
5r9CZJMoMmxio2AnJdxuDS,Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,pagode,"Grupo Menos É Mais, Di Propósito, Vou Zuar",Churrasquinho Menos É Mais (Ao Vivo),65,521088,False
5cdLNCo2ErnnYk9fJQLMaZ,"Estampes, L. 100: 1. Pagodes - Pt. 2",pagode,"Claude Debussy, Philippe Cassard",Cassard plays Debussy,3,95893,False
6LQQGxRzNLsWQtwgLe5fAm,Insegurança - Ao Vivo,pagode,Pixote,15 Anos (Ao Vivo),64,180853,False
2gChdW50WOzAYsK3P5JJot,Deixa Alagar - Ao Vivo,pagode,Grupo Revelação,"O Bom Samba Continua - Ao Vivo, Vol. 2",60,203984,False
0tWz0V5eRIJTLIkhoUfAXG,"Estampes, L. 100: 1. Pagodes - Pt. 3",pagode,"Claude Debussy, Philippe Cassard",Cassard plays Debussy,3,104093,False
5JTL91USvogeqs9huIpXk8,Poderosa - Ao Vivo,pagode,Thiaguinho,Tardezinha in Rio (Ao Vivo),61,205334,False
2aph9lbzZRsVr2WsMkJHQn,Pagode Russo - Versão BH,pagode,DJ JM DA IGREJINHA,Pagode Russo,53,118204,False
27AxGAmvqTV9SwbsrAKgUB,"Estampes, CD 108: I. Pagodes",pagode,"Claude Debussy, Steven Osborne",Claude Debussy & Gabriel Fauré - Steven Osborne,1,287400,False
1XNdu4czbxZ9tdVOhDtI4M,Cheia de Manias,pagode,Raça Negra,Grandes Sucessos,58,211000,False
4f0aDk7HX37SfzerfznYlr,Lapada Dela - Ao Vivo,pagode,"Grupo Menos É Mais, Matheus Fernandes",Confia (Ao Vivo),71,159322,False
4fMjqKYYsvtT6Fvca8lGFl,Sua Mãe Vai Me Amar,pagode,Turma do Pagode,Sua Mãe Vai Me Amar,61,183758,False
7oohAw9hiIMJqnewJ7vhOk,Pagode Russo,pagode,Luiz Gonzaga,Danado de Bom,52,131533,False
0in6Rc29qdyOkhKyYw4A84,Manda Áudio,pagode,Di Propósito,Manda Áudio,62,162056,False
2GuquvGZByyzsWRvzqhQKN,Pagode,pagode,"Tião Carreiro & Pardinho, Continental",Rancho dos Ipês,38,99666,False
5JQQylp65Mlpm6yC2JxHHr,Cheia de Manias - Ao Vivo,pagode,"Raça Negra, Thiaguinho",Raça Negra e Amigos II (Ao Vivo),51,277125,False
2hUagXXUIrQXm6NH8ulv2K,Pagode em Brasília/ Pagode/ Falou e Disse/ Mini-Saia/ Passa Moreno,pagode,João Bosco & Vinicius,João Bosco & Vinícius - Ao Vivo,38,308686,False
1N19UVD4GRBFT6UrDaX6rk,Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo),pagode,"Turma do Pagode, Grupo Menos É Mais",Turma no Quintal (Ao Vivo),59,216818,False
6sWrtSw5H8crwA6fR4dyFb,Sou Pagodeiro (Love Yourself) - Ao Vivo,pagode,Dilsinho,Diferentão 2 (Ao Vivo),59,199537,False
3beOCT1wZvgiSANG0dKjjO,Mande um Sinal - Ao Vivo,pagode,Pixote,15 Anos (Ao Vivo),57,236893,False
6GCD2hCVYu1gkYeVgv7bLJ,Pagode em Brasília / Pagode do Alá / Tudo certo (Participação especial de Cézar & Paulinho),pagode,"Daniel, Cezar & Paulinho",Meu reino encantado II,32,268400,False
3EjxAbEOH28icEK1ZFOUSh,Essa Tal Liberdade,pagode,Só Pra Contrariar,Só Pra Contrariar,55,243000,False
6NGduXgHHF7ORyIu8vrRCW,Sinais - Ao Vivo,pagode,"Sorriso Maroto, Péricles, Ferrugem",Sorriso Eu Gosto No Pagode (Ao Vivo),59,220845,False
6ysY9W0iHj9bOflZCVshmC,Temporal,pagode,Art Popular,Pagodjé + Churrasquin,20,275360,False
3muPE25bYaBcjGJne7RnVx,Pagode de Casamento,pagode,Eduardo Costa,Pantanal,28,209423,False
3brFHuMKRHufbVp3Fql3Th,"Pagode, Dom Dom",pagode,Terra Samba,Deus É Brasileiro,21,202266,False
3rbpdn9eiqXotLoiuF2oTi,Fugidinha,pagode,Exaltasamba,25 Anos (Ao Vivo),52,184066,False
0xHa4adlvlFDrPl9P7ORFb,Pagode do Tempo,pagode,"Daniel & Samuel, Dinamite Barros",Pagode do Tempo,24,136227,False
0BEpSEV02FM1N5gcw2fsJC,"Kung Ayaw Mo Wag Mo - Recorded at Kodama Studios, Philippines",philippines-opm,IV Of Spades,Spotify Jams: OPM Love Songs,37,252037,False
55RMhrPQYA6vLu5YMgXxFD,Binibini,philippines-opm,Zack Tabudlo,Episode,60,221538,False
5CThcDR9mycL3TjNKQ2qFk,"Pangako - Recorded at Kodama Studios, Philippines",philippines-opm,Silent Sanctuary,Spotify Jams: OPM Love Songs,38,321486,False
7hLLpJ6stoDmLP4GkjavDh,Panalangin,philippines-opm,APO Hiking Society,Ten Years Together,56,212573,False
3UVmcKKagaUqqruhrnyOiA,"Ikaw Ang Aking Mahal - Recorded at Kodama Studios, Philippines",philippines-opm,juan karlos,"Spotify Jams: OPM Love Songs (Recorded at Kodama Studios, Philippines)",23,342307,False
39fER1yCJiyLuCo6alPuzT,Tuloy Pa Rin,philippines-opm,Neocolours,Rediscovered,55,272973,False
7FdLxktAbiOF4gKfoZmg30,Sumayaw Sumunod,philippines-opm,The Boyfriends,The Ultimate OPM Collection,50,197386,False
4HrFDg5eOE6jvkxUCB4YBR,Dahil Mahal Kita,philippines-opm,The Boyfriends,The Ultimate OPM Collection,47,196680,False
2rPuNCmYXiAwYxChgZpamG,Ang Pag-Ibig Kong Ito,philippines-opm,Leah Navarro,Re-Issue Series: Leah at Pag-Ibig,47,197266,False
4sYZHEiueAYM5klpUbVNyk,What?,philippines-opm,SB19,What?,47,270192,False
1GipXb4gCkBgVpkYY49JhE,Kanlungan,philippines-opm,Noel Cabangon,Opm Love Mix,44,283271,False
5W7SDGgyO1nEDz0StX5Qml,Kailangan Kita,philippines-opm,Leah Navarro,Re-Issue Series: Leah,30,205573,False
2hUsVGl6Di0q3YLukUjZ18,Nais Kong Malaman Mo,philippines-opm,The Boyfriends,The Ultimate OPM Collection,37,216280,False
2k4vWDfRBybW7io7GaDzh5,"Isang Mundo, Isang Awit",philippines-opm,Leah Navarro,Re-Issue Series: Leah at Pag-Ibig,28,147906,False
5FMk241KyVckeAgL82U1sv,Philippine Geography,philippines-opm,Yoyoy Villame,SCE: Magellan Philippine Geography,35,170680,False
47FtbLmQPMVEGbmKTmNnbb,Kapit Lang,philippines-opm,BINI,Born To Win,48,169846,False
3mTYyz3PTsvTSA6qSRVXsN,Oras-Oras,philippines-opm,The Boyfriends,The Ultimate OPM Collection,23,164613,False
5pSDEveqgXTvPU102hAIY1,TM Doble Dekada (Samahang Pina-Easy),philippines-opm,"The Juans, SB19, Donnalyn, Matthaios",TM Doble Dekada (Samahang Pina-Easy),34,219983,False
49TJ5u4Rio1peC5fOdwfHr,Paano,philippines-opm,Gary Valenciano,The Best of Gary Valenciano,28,291666,False
6N4bby2ZNbNwwx0dXYdklS,Pag-Ibig,philippines-opm,APO Hiking Society,"OPM Hits of the 70's, Vol. 1",29,192066,False
7w9z4wtRn6VKwic6ENXQeh,Sway,philippines-opm,MYMP,The Unreleased Acoustic Collection,37,278666,False
1E4LknT7ZtOFFJcfgVCgoF,Babalik Ka Rin,philippines-opm,Gary Valenciano,Hataw Na,34,259320,False
3zutMjdnH7mlgtBTbA3Ksk,Filipina Girl,philippines-opm,"Billy Crawford, Marcus Davis, James Reid",Filipina Girl,20,216415,False
7nsIHM526j4cHf15etholf,Kisapmata,philippines-opm,Raphiel Shannon,Kisapmata,34,314800,False
5w3wverXbhsaz2ctm05O81,Ibigin Mo Ako,philippines-opm,The Boyfriends,Akustik,21,254000,False
5ttwU1fWjNhQs4klV3AD8B,Mga Limot Na Bayani,philippines-opm,Asin,Re-Issue Series: Asin,30,161813,False
22dqVerbRnx4l9nLuxh0Cl,Saan Darating Ang Umaga,philippines-opm,Lani Misalucha,The Nightingale Returns (Sings the Greatest Filipino Songbook),29,277653,False
4HReCUb6uuK6eHeepR0gHX,Dalagang Pilipina,philippines-opm,Asin,Sinta Himig Kayumanggi 2,23,138080,False
4HvIoKPebtYEerEYS9DysT,Prom,philippines-opm,The Juans,The Juans,32,240573,False
37FcF2cytkqquITkrs9AhB,Pinoy,philippines-opm,Freddie Aguilar,The Legends Series: Freddie Aguilar,31,186920,False
2BUr2317s3p5DFGcGlMMtw,Upside Down,philippines-opm,Neocolours,OPM Rewind,17,302293,False
1WVrSNno6SWbWKZGc60pOM,Laging Ikaw,philippines-opm,"Dingdong Avanzado, Jessa Zaragoza",Laging Ikaw,23,249746,False
5bOK4RWFvo0XhXlYHdGX9U,Sa Tuwing Ako'y Nag-Iisa,philippines-opm,The Boyfriends,The Ultimate OPM Collection,17,211146,False
5aEXAdx05ThgwGVPV9kDJ6,Barong Tagalog,philippines-opm,"Ruben Tagalog, Sylvia La Torre, Mabuhay Singers",Best Philippine Centennial Songs,15,169266,False
493QsvjXLZa4AjggcMKVf7,Lorena,philippines-opm,Willy Garte,Nasaan Ang Liwanag,26,217666,False
18z27qYGJNMJxdgmzD6j1V,"Pilipinas, Inang Bayan",philippines-opm,"Ruben Tagalog, Sylvia La Torre, Mabuhay Singers",Best Philippine Centennial Songs,9,152173,False
7GDt8cFshlkymHwqQAWCau,Gandang Filipina,philippines-opm,"Dro Perez, Seh-an",Gandang Filipina,24,194000,False
2TUfOGaG6jikDMCbbDlVbs,Laging Ikaw Pa Rin,philippines-opm,Roselle Nava,On Higher Ground,27,266974,False
3mNJVFeuvBZ2a82FOWjW5G,Kay Buti Mo (Live),philippines-opm,Rommel Guevara,Filipino Worship Songs,34,446440,False
7vp5xqAl9qjZ8bdwaCEV8G,The Heart of the Filipino,philippines-opm,"Sarah Geronimo, Bamboo, Lea Salonga",The Heart of the Filipino,16,198217,False
1q1l887xA1xEmReGHFvp7d,Bayan Ko,philippines-opm,"Ruben Tagalog, Sylvia La Torre, Mabuhay Singers",Best Philippine Centennial Songs,13,194120,False
0TbH9xGknZhv7Pd3ND2Y0U,Salamat Salamat (Live),philippines-opm,Malayang Pilipino Music,Malayang Pilipino Music (Recorded Live at Cuneta Astrodome),32,268970,False
4TeJdKsuRxOFynSssHJd4J,Hero,post-dubstep,Extreme Music,Post Dubstep,21,239413,False
0xoP7caCgKlnT9JhnPbcXe,Bleed,post-dubstep,SVDDEN DEATH,VOYD Vol. 1.5,39,137142,False
1EMciVXUNezYndQhxGWmkv,Fade Away,post-dubstep,Extreme Music,Post Dubstep,13,229386,False
6tt4cxvINNArQIYYNQVdEK,Let It Roll,post-dubstep,Extreme Music,Post Dubstep,3,184981,False
4nSwYiO7AID2UujzJN2HEQ,If You Want It,post-dubstep,Extreme Music,Post Dubstep,7,177237,False
0x8Blk1z69HQpkv1IpRnwi,They Love You,post-dubstep,Extreme Music,Post Dubstep,6,165152,False
2vvpJ7CJ80THGG8gLDGxug,POETIC PIT,post-dubstep,HOL!,POETIC PIT,33,280123,False
7ghIvARlT16IZJkgjCYetv,We Were Stronger,post-dubstep,Extreme Music,Post Dubstep,1,144010,False
6qljtehAfTad1n2k7qCFDr,Planet X,post-dubstep,Extreme Music,Post Dubstep,4,211605,False
2pDV1rmReujuU1m4p5D3EF,Kaiju,post-dubstep,Space Laces,Kaiju,28,185806,False
6oOgsZQxdQ6Tqoa1Q87ti7,Right Time Right Way,post-dubstep,Extreme Music,Post Dubstep,2,210560,False
560eluwgcEcAEUFk18fyWS,Other Worlds,post-dubstep,"Bassnectar, Dorfex Bos",Reflective (Part 2),31,309428,False
3FwQT0B9KEWzKpkHOgDAyQ,You Ran a River,post-dubstep,Extreme Music,Post Dubstep,0,158400,False
36jRRK78GM1eiOjErL5KXO,After The Water,post-dubstep,"Zeds Dead, Champagne Drip",We Are Deadbeats (Vol. 4),26,241853,False
1jfjnwq5JAep5BqnAPqoBH,Sing,post-dubstep,Extreme Music,Post Dubstep,2,204885,False
2ENcX85fdHUj0fdpAkX32k,BRUH?!,post-dubstep,Herobust,BRUH?!,30,224800,False
5QNDwnEjufmvZZu8WXakgm,Life in Reverse,post-dubstep,Extreme Music,Post Dubstep,0,159594,False
6c9ZtxbhDLNgVZuGm26UkP,THE CALLING,post-dubstep,HOL!,THE CALLING,26,179383,False
1FdfFlv92HUGksqpXWMivd,Everything You Said,post-dubstep,Extreme Music,Post Dubstep,1,165045,False
7Muy4XmkArp1e0rZh7gMp2,Goblins - Post-Dubstep DJ Mix Edit,post-dubstep,Frost Raven,Dubstep Classic Hits Top 100 2016 DJ Mix,0,342297,False
6aeIO80iGnYxW9ZMazc1fa,Nu Anger,post-dubstep,Aweminus,"Syndicate, Vol. 2",22,213271,False
67qU3GAYnWQm1GDwu5YZJW,Oh My Gawd - Post-Dubstep DJ Mix Edit,post-dubstep,Intent To Sell,Dubstep 100 Top Dubstep Bass Hits + DJ Mix,0,251263,False
147qu5zRlhRbokjGE0ocwY,Post Modern Dub,post-dubstep,Hebbe,3 Tabs,15,289013,False
2pQXwZQr0Te6bYF9hGrWMJ,Post-Dubstep Synths - Subs & Strings,post-dubstep,Daniel Alflatt,"Dubstep Rose, Vol. 2",0,152276,False
4w2TAYFTaDvAMIMuRHyvDq,Beef,post-dubstep,Effin,Flashback EP,27,198400,False
6iMAY70a8jzTLqnWZkLhBL,Inevitable Outcome,post-dubstep,PhaseOne,Dead Line EP,28,218482,False
4CXZVRQvSSJFHamFtNBM3B,Bass Rap - Post-Dubstep DJ Mix Edit,post-dubstep,Intent To Sell,Dubstep 100 Top Dubstep Bass Hits + DJ Mix,0,153959,False
